PHASE 2 RESULTS: TRAINING WINNERS
================================================================================

Total Entries: 5738
Winners: 1081
Losers: 4657

WINNERS:
--------------------------------------------------------------------------------
2025-08-18 | BEN    | BEN|29.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.45 | Return: 350.0% | Days: 2
2025-09-12 | MPW    | MPW|5.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.35 | Return: 250.0% | Days: 1
2025-09-12 | MPW    | MPW|5.5|2025-10-17|CALL        | Entry: $0.04 | Exit: $0.15 | Return: 275.0% | Days: 1
2025-09-12 | MPW    | MPW|5.5|2025-10-24|CALL        | Entry: $0.05 | Exit: $0.21 | Return: 320.0% | Days: 1
2025-09-12 | MPW    | MPW|5.5|2025-10-31|CALL        | Entry: $0.10 | Exit: $0.23 | Return: 130.0% | Days: 1
2025-09-12 | MPW    | MPW|6.0|2025-10-17|CALL        | Entry: $0.05 | Exit: $0.09 | Return:  80.0% | Days: 1
2025-09-12 | M      | M|20.0|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 3
2025-09-12 | NLY    | NLY|19.0|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.23 | Return: 155.6% | Days: 1
2025-09-12 | NLY    | NLY|19.0|2025-10-24|PUT        | Entry: $0.10 | Exit: $0.27 | Return: 170.0% | Days: 1
2025-09-12 | OHI    | OHI|38.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-12 | OXY    | OXY|55.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 3
2025-09-12 | O      | O|65.0|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-12 | PATH   | PATH|14.0|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 2
2025-09-12 | PFE    | PFE|22.0|2025-10-17|PUT        | Entry: $0.07 | Exit: $0.11 | Return:  57.1% | Days: 2
2025-09-12 | SJM    | SJM|125.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-12 | USB    | USB|55.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-12 | VICI   | VICI|35.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $2.53 | Return: 2430.0% | Days: 3
2025-09-12 | VZ     | VZ|39.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 2
2025-09-12 | VZ     | VZ|48.0|2025-10-17|CALL        | Entry: $0.09 | Exit: $0.15 | Return:  66.7% | Days: 4
2025-09-12 | VZ     | VZ|49.0|2025-10-17|CALL        | Entry: $0.06 | Exit: $0.23 | Return: 283.3% | Days: 4
2025-09-12 | WMT    | WMT|120.0|2025-10-17|CALL      | Entry: $0.09 | Exit: $0.46 | Return: 411.1% | Days: 4
2025-09-12 | XLU    | XLU|91.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.21 | Return: 110.0% | Days: 1
2025-09-15 | AAPL   | AAPL|280.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.40 | Return: 300.0% | Days: 2
2025-09-15 | AES    | AES|11.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-15 | AGNC   | AGNC|9.0|2025-10-17|PUT        | Entry: $0.03 | Exit: $0.04 | Return:  33.3% | Days: 4
2025-09-15 | AGNC   | AGNC|9.5|2025-10-24|PUT        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 5
2025-09-15 | AIG    | AIG|85.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.23 | Return: 130.0% | Days: 2
2025-09-15 | ARMK   | ARMK|44.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-15 | BAC    | BAC|57.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 3
2025-09-15 | BKR    | BKR|39.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-15 | CLX    | CLX|145.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-15 | CPB    | CPB|38.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 1
2025-09-15 | CSCO   | CSCO|75.0|2025-10-17|CALL      | Entry: $0.09 | Exit: $0.14 | Return:  55.6% | Days: 4
2025-09-15 | CSX    | CSX|37.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-15 | DVN    | DVN|40.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-15 | FCX    | FCX|36.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.32 | Return: 220.0% | Days: 2
2025-09-15 | FE     | FE|47.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-15 | FLO    | FLO|12.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-15 | GEN    | GEN|32.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-15 | GIS    | GIS|40.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-15 | HAL    | HAL|26.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 3
2025-09-15 | HPQ    | HPQ|32.0|2025-10-17|CALL       | Entry: $0.07 | Exit: $0.09 | Return:  28.6% | Days: 1
2025-09-15 | HST    | HST|16.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-15 | JPM    | JPM|365.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.29 | Return: 190.0% | Days: 1
2025-09-15 | KDP    | KDP|31.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-15 | M      | M|20.0|2025-10-17|CALL         | Entry: $0.06 | Exit: $0.14 | Return: 133.3% | Days: 1
2025-09-15 | NLY    | NLY|18.0|2025-10-17|PUT        | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 1
2025-09-15 | NLY    | NLY|19.0|2025-10-17|PUT        | Entry: $0.07 | Exit: $0.23 | Return: 228.6% | Days: 1
2025-09-15 | OHI    | OHI|38.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-15 | O      | O|65.0|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-15 | PCG    | PCG|13.0|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.13 | Return:  44.4% | Days: 1
2025-09-15 | PCG    | PCG|18.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.33 | Return: 266.7% | Days: 2
2025-09-15 | PFE    | PFE|26.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 5
2025-09-15 | PFE    | PFE|26.5|2025-10-24|CALL       | Entry: $0.09 | Exit: $0.14 | Return:  55.6% | Days: 5
2025-09-15 | RF     | RF|30.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 1
2025-09-15 | S      | S|15.0|2025-10-17|PUT          | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-15 | S      | S|22.0|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 2
2025-09-15 | TROW   | TROW|120.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 3
2025-09-15 | TSCO   | TSCO|70.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 1
2025-09-15 | USB    | USB|55.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-15 | VICI   | VICI|35.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $2.53 | Return: 2430.0% | Days: 2
2025-09-15 | VTRS   | VTRS|9.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-15 | VZ     | VZ|39.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 1
2025-09-15 | VZ     | VZ|48.0|2025-10-17|CALL        | Entry: $0.06 | Exit: $0.15 | Return: 150.0% | Days: 3
2025-09-15 | VZ     | VZ|49.0|2025-10-17|CALL        | Entry: $0.05 | Exit: $0.23 | Return: 360.0% | Days: 3
2025-09-15 | WMT    | WMT|120.0|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.46 | Return: 475.0% | Days: 2
2025-09-15 | XOM    | XOM|95.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 1
2025-09-15 | ZTS    | ZTS|175.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 1
2025-09-16 | AAPL   | AAPL|285.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.50 | Return: 400.0% | Days: 4
2025-09-16 | ARMK   | ARMK|42.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-16 | BAC    | BAC|57.5|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.16 | Return:  77.8% | Days: 2
2025-09-16 | BAC    | BAC|59.0|2025-10-31|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-16 | BAC    | BAC|60.0|2025-10-17|CALL       | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 2
2025-09-16 | BAC    | BAC|60.0|2025-10-31|CALL       | Entry: $0.08 | Exit: $0.11 | Return:  37.5% | Days: 4
2025-09-16 | CPB    | CPB|38.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 1
2025-09-16 | CSCO   | CSCO|75.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 3
2025-09-16 | FHN    | FHN|26.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.21 | Return: 110.0% | Days: 1
2025-09-16 | FLO    | FLO|12.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-16 | GEHC   | GEHC|90.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-16 | HAL    | HAL|26.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 2
2025-09-16 | IP     | IP|52.5|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-16 | IVZ    | IVZ|19.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 1
2025-09-16 | JNJ    | JNJ|200.0|2025-10-17|CALL      | Entry: $0.07 | Exit: $0.09 | Return:  28.6% | Days: 5
2025-09-16 | KDP    | KDP|31.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 3
2025-09-16 | KEY    | KEY|21.0|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 3
2025-09-16 | KO     | KO|75.0|2025-10-17|CALL        | Entry: $0.05 | Exit: $0.09 | Return:  80.0% | Days: 1
2025-09-16 | LNC    | LNC|45.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 3
2025-09-16 | MRP    | MRP|40.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.50 | Return: 400.0% | Days: 1
2025-09-16 | NLY    | NLY|19.0|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 5
2025-09-16 | NLY    | NLY|24.0|2025-10-17|CALL       | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 1
2025-09-16 | OKE    | OKE|85.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.39 | Return: 290.0% | Days: 1
2025-09-16 | OXY    | OXY|55.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.13 | Return:  44.4% | Days: 1
2025-09-16 | O      | O|65.0|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-16 | PCG    | PCG|18.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.33 | Return: 230.0% | Days: 1
2025-09-16 | PFE    | PFE|26.5|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 4
2025-09-16 | PG     | PG|180.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 4
2025-09-16 | PR     | PR|15.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.21 | Return: 110.0% | Days: 2
2025-09-16 | RF     | RF|30.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 1
2025-09-16 | SJM    | SJM|120.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 4
2025-09-16 | SLM    | SLM|32.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 1
2025-09-16 | TFC    | TFC|50.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-16 | T      | T|33.0|2025-10-24|CALL         | Entry: $0.10 | Exit: $0.28 | Return: 180.0% | Days: 1
2025-09-16 | USB    | USB|55.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.14 | Return:  55.6% | Days: 3
2025-09-16 | VICI   | VICI|35.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $2.53 | Return: 2430.0% | Days: 1
2025-09-16 | VZ     | VZ|48.0|2025-10-17|CALL        | Entry: $0.07 | Exit: $0.15 | Return: 114.3% | Days: 2
2025-09-16 | VZ     | VZ|49.0|2025-10-17|CALL        | Entry: $0.06 | Exit: $0.23 | Return: 283.3% | Days: 2
2025-09-16 | WFC    | WFC|95.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.35 | Return: 250.0% | Days: 2
2025-09-16 | WMT    | WMT|120.0|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.46 | Return: 475.0% | Days: 1
2025-09-17 | AAPL   | AAPL|280.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.75 | Return: 650.0% | Days: 3
2025-09-17 | AAPL   | AAPL|285.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.50 | Return: 400.0% | Days: 3
2025-09-17 | AAPL   | AAPL|285.0|2025-10-24|CALL     | Entry: $0.10 | Exit: $0.72 | Return: 620.0% | Days: 3
2025-09-17 | AES    | AES|15.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-17 | AGNC   | AGNC|9.5|2025-10-24|PUT        | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 3
2025-09-17 | BG     | BG|67.5|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.21 | Return: 110.0% | Days: 4
2025-09-17 | BMY    | BMY|38.0|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 3
2025-09-17 | BMY    | BMY|39.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-17 | COTY   | COTY|4.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 3
2025-09-17 | CSCO   | CSCO|75.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 2
2025-09-17 | CSX    | CSX|37.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 2
2025-09-17 | EBAY   | EBAY|105.0|2025-10-17|CALL     | Entry: $0.08 | Exit: $0.22 | Return: 175.0% | Days: 1
2025-09-17 | FHN    | FHN|26.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.21 | Return: 110.0% | Days: 1
2025-09-17 | FLO    | FLO|12.5|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-17 | F      | F|13.0|2025-10-24|CALL         | Entry: $0.07 | Exit: $0.09 | Return:  28.6% | Days: 1
2025-09-17 | GEHC   | GEHC|90.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-17 | GEN    | GEN|31.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-17 | HAL    | HAL|27.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.37 | Return: 311.1% | Days: 5
2025-09-17 | HPQ    | HPQ|33.0|2025-10-17|CALL       | Entry: $0.03 | Exit: $0.05 | Return:  66.7% | Days: 1
2025-09-17 | HST    | HST|16.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 2
2025-09-17 | KDP    | KDP|31.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 2
2025-09-17 | KEY    | KEY|21.0|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 2
2025-09-17 | LKQ    | LKQ|35.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 3
2025-09-17 | LNC    | LNC|45.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 2
2025-09-17 | MSFT   | MSFT|610.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-17 | MTCH   | MTCH|32.5|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.35 | Return: 250.0% | Days: 1
2025-09-17 | O      | O|65.0|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-17 | PATH   | PATH|14.0|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.37 | Return: 362.5% | Days: 1
2025-09-17 | PFE    | PFE|21.5|2025-10-24|PUT        | Entry: $0.09 | Exit: $0.44 | Return: 388.9% | Days: 4
2025-09-17 | PG     | PG|180.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.14 | Return:  55.6% | Days: 3
2025-09-17 | RF     | RF|30.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 2
2025-09-17 | S      | S|22.0|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-17 | TDC    | TDC|25.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.78 | Return: 680.0% | Days: 2
2025-09-17 | USB    | USB|55.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 2
2025-09-17 | VFC    | VFC|12.0|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.15 | Return:  66.7% | Days: 2
2025-09-17 | VICI   | VICI|30.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 4
2025-09-17 | VZ     | VZ|48.0|2025-10-17|CALL        | Entry: $0.08 | Exit: $0.15 | Return:  87.5% | Days: 1
2025-09-17 | VZ     | VZ|49.0|2025-10-17|CALL        | Entry: $0.06 | Exit: $0.23 | Return: 283.3% | Days: 1
2025-09-17 | WMT    | WMT|120.0|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.46 | Return: 475.0% | Days: 1
2025-09-17 | XOM    | XOM|95.0|2025-10-17|PUT        | Entry: $0.09 | Exit: $0.12 | Return:  33.3% | Days: 2
2025-09-18 | AAPL   | AAPL|280.0|2025-10-17|CALL     | Entry: $0.09 | Exit: $0.75 | Return: 733.3% | Days: 2
2025-09-18 | AAPL   | AAPL|285.0|2025-10-17|CALL     | Entry: $0.06 | Exit: $0.50 | Return: 733.3% | Days: 2
2025-09-18 | AAPL   | AAPL|285.0|2025-10-24|CALL     | Entry: $0.09 | Exit: $0.72 | Return: 700.0% | Days: 2
2025-09-18 | AES    | AES|15.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-18 | AGNC   | AGNC|9.0|2025-10-31|PUT        | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 5
2025-09-18 | AGNC   | AGNC|9.5|2025-10-24|PUT        | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 2
2025-09-18 | AMCR   | AMCR|8.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 5
2025-09-18 | AM     | AM|17.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-18 | AM     | AM|20.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 4
2025-09-18 | AZN    | AZN|87.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.21 | Return: 110.0% | Days: 1
2025-09-18 | BAC    | BAC|60.0|2025-10-24|CALL       | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 2
2025-09-18 | BEN    | BEN|27.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-18 | BMY    | BMY|38.0|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 2
2025-09-18 | CMCSA  | CMCSA|36.0|2025-10-24|CALL     | Entry: $0.10 | Exit: $0.21 | Return: 110.0% | Days: 1
2025-09-18 | CPNG   | CPNG|30.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.29 | Return: 190.0% | Days: 4
2025-09-18 | CSCO   | CSCO|60.0|2025-10-17|PUT       | Entry: $0.09 | Exit: $0.12 | Return:  33.3% | Days: 2
2025-09-18 | CSCO   | CSCO|75.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-18 | CSX    | CSX|37.5|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 1
2025-09-18 | DRI    | DRI|220.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-18 | DVN    | DVN|30.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 2
2025-09-18 | EBAY   | EBAY|105.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.22 | Return: 120.0% | Days: 2
2025-09-18 | FCX    | FCX|36.0|2025-10-17|PUT        | Entry: $0.09 | Exit: $1.82 | Return: 1922.2% | Days: 3
2025-09-18 | FE     | FE|40.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 1
2025-09-18 | FE     | FE|46.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 5
2025-09-18 | FMC    | FMC|30.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 3
2025-09-18 | HAL    | HAL|27.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.37 | Return: 311.1% | Days: 4
2025-09-18 | KDP    | KDP|31.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-18 | KEY    | KEY|21.0|2025-10-17|CALL       | Entry: $0.07 | Exit: $0.10 | Return:  42.9% | Days: 1
2025-09-18 | KVUE   | KVUE|15.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 2
2025-09-18 | LKQ    | LKQ|35.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 2
2025-09-18 | LNC    | LNC|45.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.19 | Return:  90.0% | Days: 1
2025-09-18 | LYFT   | LYFT|18.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-18 | MO     | MO|70.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-18 | MRP    | MRP|40.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.50 | Return: 400.0% | Days: 2
2025-09-18 | MSFT   | MSFT|610.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-18 | MTCH   | MTCH|32.5|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.35 | Return: 250.0% | Days: 1
2025-09-18 | NEE    | NEE|85.0|2025-10-17|CALL       | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 3
2025-09-18 | NLY    | NLY|19.0|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.10 | Return:  66.7% | Days: 2
2025-09-18 | PATH   | PATH|14.0|2025-10-17|CALL      | Entry: $0.09 | Exit: $0.37 | Return: 311.1% | Days: 2
2025-09-18 | PFE    | PFE|21.5|2025-10-24|PUT        | Entry: $0.10 | Exit: $0.44 | Return: 340.0% | Days: 3
2025-09-18 | PFE    | PFE|26.5|2025-10-24|CALL       | Entry: $0.09 | Exit: $0.14 | Return:  55.6% | Days: 2
2025-09-18 | PG     | PG|130.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-18 | PG     | PG|180.0|2025-10-17|CALL       | Entry: $0.07 | Exit: $0.14 | Return: 100.0% | Days: 2
2025-09-18 | PYPL   | PYPL|55.0|2025-10-17|PUT       | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 1
2025-09-18 | SJM    | SJM|120.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.22 | Return: 120.0% | Days: 2
2025-09-18 | SLM    | SLM|32.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 1
2025-09-18 | TW     | TW|135.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-18 | VTRS   | VTRS|9.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 4
2025-09-18 | VZ     | VZ|49.0|2025-10-17|CALL        | Entry: $0.05 | Exit: $0.10 | Return: 100.0% | Days: 1
2025-09-18 | XLU    | XLU|90.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 4
2025-09-19 | AAL    | AAL|10.0|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.08 | Return:  33.3% | Days: 4
2025-09-19 | AAPL   | AAPL|285.0|2025-10-17|CALL     | Entry: $0.10 | Exit: $0.50 | Return: 400.0% | Days: 1
2025-09-19 | AAPL   | AAPL|290.0|2025-10-17|CALL     | Entry: $0.05 | Exit: $0.31 | Return: 520.0% | Days: 1
2025-09-19 | AAPL   | AAPL|290.0|2025-10-24|CALL     | Entry: $0.08 | Exit: $0.48 | Return: 500.0% | Days: 1
2025-09-19 | ADT    | ADT|9.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-19 | AGNC   | AGNC|9.5|2025-10-24|PUT        | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 1
